c_custkey|c_name|c_address|c_nationkey|c_phone|c_acctbal|c_mktsegment|c_comment
11431|Customer#000011431|rLp9MiCXasLxLOZq8Oca4XB7C,hF2|5|15-180-546-5432|1121.20|MACHINERY|ever furiously pending requests. regular, unusual accounts haggle pending escapades. carefully even foxes above th
11432|Customer#000011432|,h7xAn45,qoGXbGe4 GeYpiciv7uQo9k2T1D|16|26-185-949-9030|9922.87|HOUSEHOLD|he attainments. bold deposits sleep. deposit
11433|Customer#000011433|hfM5WUQz5DZtu7cXwii,pJ9XrSzTthm|4|14-626-735-7908|731.70|AUTOMOBILE|instructions cajole blithely silent instructions. pen
11434|Customer#000011434|6IuGcZvmcJzMBDIYWuu2gl|10|20-123-656-9998|8580.24|AUTOMOBILE|egular platelets engage after the furiously even excuses. even dependencies boost across the 
11435|Customer#000011435|ynKfbNTcwiKWlo6J0VCynVlOttJj,l5Ne|17|27-855-780-3292|7213.43|MACHINERY|haggle slyly final packages. slowly ironic accounts are furiously bold accounts-- fluffily final accounts agai
11436|Customer#000011436|7c8NptVB4Wai47StP,QwnNFa4 |15|25-777-802-2491|3226.89|HOUSEHOLD| to the furiously regular pinto bea
11437|Customer#000011437|IZIa6oGKLDg,DToOQVj27H71YLykaM7gOodJ|9|19-669-875-5521|2376.82|FURNITURE|pinto beans. furiously even pin
11438|Customer#000011438|sGBar61sOY|21|31-644-214-2871|4228.46|MACHINERY|ackages use slyly furiously express pinto beans. 
11439|Customer#000011439|gZwuVJjY z1u6wZQoR2wm|11|21-339-360-8129|5768.84|BUILDING|efully blithely express excuses. final foxes boost blithely. fluffily special pin
11440|Customer#000011440|RUEd4zslStBDXwJAN9jecO3L7d|4|14-605-183-7254|905.34|HOUSEHOLD|e carefully regular accounts cajole special accounts. furiously final deposits cajole quickly above the slyly i
11441|Customer#000011441|oqtgNKWVr0|16|26-131-418-9976|991.51|AUTOMOBILE|e bold, special packages. blithely final dependencies cajole furiously. slyly even accounts use carefully regul
11442|Customer#000011442|2Bc3y4towQxRWQamFETpPKM4H7r4 q|1|11-833-770-7924|8211.00|HOUSEHOLD|n ideas wake fluffily. even accounts are carefully blithely final id
11443|Customer#000011443|2dJSbTzy6muPWtf0ig8ZM0GGE|24|34-412-945-3597|5407.37|AUTOMOBILE|accounts about the slyly regular deposits wake carefully until the blithely bold platelets. slyly final theodolite
11444|Customer#000011444|tTCfu19tNoMrI2F7SnEIVHaUb3f|1|11-529-499-4759|8627.47|FURNITURE|refully bold, final packages. regular dependencies sleep boldly. dogged packages wake fluffily. exp
11445|Customer#000011445|2WA3nPXOrL|0|10-555-504-9760|8885.81|AUTOMOBILE|fully even packages above the blithely final pinto beans wake 
11446|Customer#000011446|tvns5977tsS6|17|27-131-811-8810|5794.77|HOUSEHOLD|key players. unusual, unusual requests mold furiously up
11447|Customer#000011447|IQMEQvFfvJ l|10|20-684-143-1080|7791.20|FURNITURE|sly ironic accounts. regular foxes amon
11448|Customer#000011448|tQe3FfHVHRGaVDdbZ83NH|18|28-410-772-9611|700.93|AUTOMOBILE|ependencies detect blithely stealthily final patterns. closely regular account
11449|Customer#000011449|4RQhR67cj7X|3|13-767-842-9965|8428.89|MACHINERY|s platelets would are quickly bold packages; regular, ironic theodolites sleep fluffily stealthy accounts? 
11450|Customer#000011450|8ZlvWe M2 NAxBkKn9,g|11|21-189-195-9154|4435.48|AUTOMOBILE|nto beans alongside of the carefully bold dependencies 
11451|Customer#000011451| 9dl81uaLTmgkdLj h2UUMmj4SW93Stp8Bt|14|24-254-997-9934|9121.33|AUTOMOBILE|xes. requests integrate. deposits print furiously special dolphins. platelets believe slyly stealth
11452|Customer#000011452|yR3qjy2BEwIMz4|19|29-696-701-8670|4230.02|FURNITURE|ully final packages lose alongside of the requests. slyly special foxes sleep accordi
11453|Customer#000011453|uvszMX dfjl|15|25-564-617-2282|-980.66|HOUSEHOLD|ar requests sleep carefully pending theodolites. quic
11454|Customer#000011454|oz7cIEjuj947TWoUx9c|20|30-755-944-1067|4984.39|MACHINERY|pinto beans boost furiously bold ideas? bold requests around the accounts wake according to the regular ideas. spec
11455|Customer#000011455|gLP49ncGUh3kYY0PxrLeYXcdgJrt4We6sdgNCAdU|9|19-740-728-2436|5603.13|AUTOMOBILE| to the carefully bold platelets. asymptotes cajole furiously according to the quickly r
11456|Customer#000011456|7Qwn4earJV0rquQ1e|12|22-348-337-3906|9746.34|FURNITURE|he quickly regular instructions. pe
11457|Customer#000011457|FZvqwpd24fs2dwHnyX,Xa3ANXPOxv60FI|18|28-970-903-1645|3793.28|BUILDING| bold instructions. silent packages wake carefully. fluffily final id
11458|Customer#000011458|pgDyYvjFUgSnAkmCtvySIuqP2w4Sliro1MFvQS|21|31-707-913-6420|6604.96|HOUSEHOLD|gular, regular accounts haggle slyly pending packages. carefully final accoun
11459|Customer#000011459|Wny2Yv7XgAmFir3rZI1|22|32-445-299-5481|6656.45|BUILDING|fily regular packages. carefully regular deposits about the slyly final pinto beans are according to the pending 
11460|Customer#000011460|AqBPa34gkWxE|18|28-880-330-1260|3051.41|MACHINERY|the blithely even dolphins cajole among the regular deposits. accounts above the even accounts slee
11461|Customer#000011461|QLVm5BXJx5vFFKt|15|25-665-652-7881|979.69|BUILDING|sits wake carefully ironic packages. carefully unusual theodolites about 
11462|Customer#000011462|SD22KkCW21lSgQ|9|19-819-117-2938|7555.43|BUILDING|nic accounts boost quickly quickly r
11463|Customer#000011463|1h9xBXKm8ama7eo69JVxfcnG3,1gnLCFVNEwYccV|0|10-203-805-2642|9198.52|BUILDING|accounts are furiously even, ironic gifts! special dependencies 
11464|Customer#000011464|Gkpg1MF3FTpxnEH8|2|12-431-966-8148|3563.78|BUILDING|c, ironic packages. accounts boost. blit
11465|Customer#000011465|M96eEJVMMPCQRGXhhVdxwbd1cts9HgdEh Ule|4|14-419-375-6312|-532.58|FURNITURE|packages. furiously ironic excuses use carefu
11466|Customer#000011466|sNk iaY9f1Dfr,N,UAbJ8|2|12-314-669-2817|857.10|FURNITURE|efully against the quickly unusual depen
11467|Customer#000011467|,r9NQKGlc4|14|24-248-110-5359|4170.59|BUILDING|nding accounts believe until the final, ironic theodolites. fu
11468|Customer#000011468|rC O9 SHk6dvQiBNwoss8DbExUhn|3|13-729-448-7362|1170.16|BUILDING|fily regular packages after t
11469|Customer#000011469|KgH5 GLvFiOlEVl2Mr|17|27-672-335-4127|7792.60|MACHINERY|kindle. silent deposits boost along the blithely regular packag
11470|Customer#000011470|DmI6WDriLuMCnTqkKe39L,FjKjSc0n4hgNQ5zPdw|8|18-145-572-5999|2302.00|MACHINERY|lites are blithely along the carefully regular requests.
11471|Customer#000011471|9lxSb8aUhxt2lUxdjT3mvGYQkE4C|21|31-257-443-8503|678.22|BUILDING|press courts haggle carefully. close accounts sleep. thinly bold acc
11472|Customer#000011472|8c5SenCOOyrgBSiucAv6BCIwfifWGn |22|32-865-126-3164|755.41|FURNITURE|blithely alongside of the quickly ironic platelets. regular, unusual asymptotes integrate
11473|Customer#000011473|zq7BxzAfAwuggwkEzndyuIjA lHar1151l5Rneei|18|28-771-422-7640|120.76|MACHINERY|. slyly final ideas wake final deposits. quickly even multipliers sleep. fluffily bold depende
11474|Customer#000011474|pjYHENvLmt03Ip3ZWJ4je1920B3veN|8|18-505-936-3686|3586.89|FURNITURE|ly ironic accounts wake slyly quickly pending deposits. fluffily regular theo
11475|Customer#000011475|oBUsVRzgqWNORNHG|3|13-920-615-5123|2838.28|MACHINERY|requests integrate blithely unusual foxes. special th
11476|Customer#000011476|BFBVOZe,,yA3QRhvh1Clegn,Uw3BOJx|23|33-582-675-2409|4976.33|MACHINERY|about the furiously final foxes: furiously final requests 
11477|Customer#000011477|IOxfJidiSKunxevm7rsuSwB|20|30-408-807-9653|2181.48|AUTOMOBILE|elets. slyly ironic deposits solve through the even, ex
11478|Customer#000011478|PIqXOgtRb,omY91jZ0eu |17|27-517-626-8602|-880.95|HOUSEHOLD|e the bold asymptotes. carefully regular warthogs haggle slowly. ironic, express sauternes integrate
11479|Customer#000011479|7FO7hHVUep|22|32-567-624-1498|8735.19|MACHINERY|y even instructions cajole carefully after the carefull
11480|Customer#000011480|AjOam17rCJ|11|21-413-187-3451|4333.81|FURNITURE|blithely final accounts. blithely pending asymptotes haggle closely within the f
11481|Customer#000011481|JyLsJD0Mf2igtfVtuwbM RuY4qQcM|6|16-762-231-5880|5357.40|HOUSEHOLD|the furiously special courts. slyly 
11482|Customer#000011482|ay5U21Rcstk00Mo,Ri|23|33-477-116-4923|4853.70|FURNITURE|ular foxes! bold instructions sleep slyly. express packages sleep daringly final
11483|Customer#000011483|HLmZmXxcbh6VB7jbD VNtcQDOV0tEC,js2SjR5|22|32-179-751-8672|9083.03|AUTOMOBILE|sleep fluffily furiously brave requests. quickly special ideas haggle along the packages. furious
11484|Customer#000011484|LTEwjALTn afuVXnbyqv|11|21-872-903-5365|9606.68|BUILDING|ccounts nag packages. frets are slyly. instructions sublate slyly. fluffily even packages among the s
11485|Customer#000011485|B6axmFmc tgHiDbCQy420pHoSW3t|6|16-644-740-1282|-373.65|HOUSEHOLD|packages. express deposits sleep furiously across the theodolites. bold, final packages wake slyly. pending, 
11486|Customer#000011486|ajPJIe8mDxxp9bFX|5|15-880-763-6026|9908.01|AUTOMOBILE|even ideas according to the fluffily final deposits are blithely against the 
11487|Customer#000011487|vc6WbmUTnc6ttulIZ3|11|21-849-966-4557|3994.58|HOUSEHOLD|after the slyly even asymptotes. deposits about the carefully regular deposits are carefully according to the 
11488|Customer#000011488|xKMAd,uQEWMHtsC5cqWz42tq6|20|30-112-519-7464|1958.86|HOUSEHOLD|egular deposits will sleep carefully to the 
11489|Customer#000011489|1efuyDNHJNLhBP5vz1LS nhD pY5Eb78|3|13-655-987-3122|8552.58|AUTOMOBILE|he requests poach always ironic deposits. ca
11490|Customer#000011490|odXHRR9uSjZKIfcUrgSNp1gYcPBtVDDQX|19|29-254-341-6067|4194.95|MACHINERY|xpress foxes shall have to wake doggedly carefully special accounts. pending ideas can
11491|Customer#000011491|ZNvBOY 5D2zk|0|10-227-239-8388|3595.64|FURNITURE|sits. silent grouches mold carefully according to t
11492|Customer#000011492|fVhAhdtk2loK3akiPgstnvi4E DHjA|1|11-763-980-8583|6842.57|MACHINERY|sleep quickly after the quickly ironic requests. r
11493|Customer#000011493|bytkiisUnWNPOI0W|4|14-419-280-8900|7084.73|BUILDING|ep fluffily unusual ideas. quickly fluffy deposits wake blithely. slyly
11494|Customer#000011494|3P,zsrVYaM|17|27-271-686-9393|7091.75|BUILDING|uriously about the slyly bold packages. furiously even Tiresias pr
11495|Customer#000011495|IqHoDhNpTHKIyWfDQqptGnUmZswWO|2|12-863-558-5251|4111.59|FURNITURE|tegrate regular, regular frays. quickly bold deposits are enticingly slyly even packages. f
11496|Customer#000011496|NDtZ3DF0p8A,UYvriF8V1GfpTCaIyIcAZ2Qsyr0x|2|12-800-556-9661|-559.98|BUILDING|express patterns. furiously re
11497|Customer#000011497|WlbClBDHjzBrpJ96HtoSAgF|12|22-966-587-1201|2398.29|HOUSEHOLD|ide of the quickly regular ideas integrate furiously furiously even requests. ideas affix furiously final, 
11498|Customer#000011498|XkwfYwpuNN0eZcAkJfCMhKeiUciysyZ|21|31-866-706-9244|1980.86|BUILDING|es wake quickly carefully even foxes. foxes sleep fluffily alongside of the accounts. slyly express pla
11499|Customer#000011499|Q0gevmuafnomE7fXq|11|21-431-189-1373|4319.04|AUTOMOBILE|theodolites. requests sleep quickly alongside 
11500|Customer#000011500|0rmuTSgeiFhNJ|17|27-811-761-2857|-949.66|FURNITURE|xpress deposits wake blithely blithely regular escapades. spec
11501|Customer#000011501|s20g0Ta2VE6eSf7QroJmVEPiJDwH1hjb|16|26-139-910-9281|8948.49|BUILDING|furiously final foxes sleep furiously
11502|Customer#000011502|SUtATBe7gSPhdqDA1|12|22-129-950-8797|3382.26|AUTOMOBILE|y above the express deposits. pending ideas are sl
11503|Customer#000011503|6k tu9NpGB9H|15|25-396-906-2850|6585.50|AUTOMOBILE|dolphins sleep furiously above the 
11504|Customer#000011504|T2T0d8uYYwwaOpK3Zdbw9b |4|14-391-939-5334|9607.54|AUTOMOBILE|lent, bold dependencies try to sleep blithely above the pinto beans.
11505|Customer#000011505|Ueix,mw8WYLOERODHmtlIG|11|21-615-306-9509|2963.61|AUTOMOBILE| final excuses detect. unusual, express ideas among the regular, r
11506|Customer#000011506|3EwDRV2Yj8Hx84LJfar|7|17-263-556-4108|-650.20|HOUSEHOLD|ss packages. regular foxes affix furiously after the slyly ironic instructions. special, special packag
11507|Customer#000011507|Usa0M  HTxLNT0L31r2U9OO4|0|10-333-653-2864|3985.21|MACHINERY|y furiously special courts. special excuses must have to ar
11508|Customer#000011508|XLlKv,wEX8KilVJcoJIo|1|11-603-231-1557|9391.23|MACHINERY|ily during the blithely pending asymptotes. ironic, even accounts sleep. express p
11509|Customer#000011509|3qPu8yuBkltus4|23|33-535-216-1101|8444.60|AUTOMOBILE|ajole furiously regular ideas. blithe accounts nod 
11510|Customer#000011510|PALNWnQrReu|6|16-432-782-7106|4469.65|AUTOMOBILE|en frets among the blithely blithe ex
11511|Customer#000011511|Z sB6kzLqqHi|7|17-674-687-2116|474.89|MACHINERY|ly even deposits. furiously permanent theodolites sleep carefully carefully regular pa
11512|Customer#000011512|jGZxk0TuiCBo5FBMQ0HQ05EgUuTxj|7|17-608-761-1006|4336.97|BUILDING|instructions serve according to the final, fin
11513|Customer#000011513|YP1pl3GUJvfAqGlCNDhXrr4KW0a,O|17|27-298-547-4752|3397.92|MACHINERY|regularly even requests. ironic courts wake slyly fluffy ideas. blit
11514|Customer#000011514|h6c085J3EEuTVftAd6L,EQrKKW3AShVyGAqcC|10|20-722-426-5773|5832.30|HOUSEHOLD|ing packages sleep slyly blithely slow packages. blithely ironic requests wake slyly after the ironic, careful foxe
11515|Customer#000011515|6o9ivQfnsmE|17|27-644-464-5013|470.38|BUILDING| requests about the requests cajole furiously unusual 
11516|Customer#000011516|T69v4lAHge3b,G2E9LqIabQqcTb72qyk0I|8|18-362-364-3534|5641.50|FURNITURE|onic accounts against the fluffily express deposits sleep ironically except the furiously regular account
11517|Customer#000011517|PcN3Lie4PM|17|27-805-997-2416|5773.20|MACHINERY|ily regular sentiments. blithely even asymptotes wake beyond 
11518|Customer#000011518|ZNzruxUwln,TwNiXelrfde6AimxZ|0|10-523-695-9739|8252.43|MACHINERY|eposits boost slyly ironic deposits? ironic foxes sleep carefully bold dolphins. carefully express do
11519|Customer#000011519|K24wL9DG5PmZW30Q6OV9Xv83LsGZH67n30eifHN|17|27-412-703-8676|8650.58|BUILDING|lphins sleep finally regular forg
11520|Customer#000011520|BZ5weVaU1e8yvcjgaWHQWt2 Db414gF5KOe|24|34-976-907-4007|1369.11|HOUSEHOLD|counts are slyly theodolites. slyly ironic theodolites play quickly bold dolphins. final, regular 
11521|Customer#000011521|5,4AQhGk0s7VLQoyVJZesldiX3|23|33-569-256-3306|7585.87|FURNITURE|ic frets. regular depths haggle furiously after the regularly unusual dolphins. 
11522|Customer#000011522|xg1lR UpY9GPtssz2PrSnFc|14|24-126-679-1879|3828.14|HOUSEHOLD|of the blithely ironic warhorses. furious accounts sleep blithely slyly express epit
11523|Customer#000011523|mzwWYMDAxm4aQye|14|24-708-375-9024|9617.60|MACHINERY|tainments use slyly express accounts. even platelets across the requests boost furiously
11524|Customer#000011524|mxcB5cCayMXAVg3gR0bfb6Ebltxml xkJdzmJ|5|15-310-516-9148|7105.61|HOUSEHOLD|al asymptotes grow blithely. ironic pinto beans according to the furiously even ideas a
11525|Customer#000011525|rzhG0Q8Ie WzHKhF2gv46L|8|18-782-641-7721|6034.96|HOUSEHOLD|gular deposits sleep according to the idle, ironic requests. quickly express deposits across the blithely 
11526|Customer#000011526|xK4dv83royqLi|20|30-906-331-9680|7643.47|AUTOMOBILE|e furiously express requests. fluffily regular acc
11527|Customer#000011527|GqUoR65fe4kO2qROTNlMC1ABiWea5hj|3|13-205-154-1514|3898.84|HOUSEHOLD|sts sleep furiously regular packages. carefully regular p
11528|Customer#000011528|3CFtbmsPwr|8|18-960-409-4282|9753.78|MACHINERY|ent ideas. packages are blithely. quietly unusual packages above the pending foxes h
11529|Customer#000011529|pNW6SBSMZYkr0qMz66B qsycg4hiEcGe1XILv|7|17-244-170-3210|7802.33|FURNITURE|arefully around the blithely ironic foxes. slyly even dependencies w
11530|Customer#000011530|A1B10BrDDydvCh|9|19-829-742-4286|782.04|AUTOMOBILE| carefully ironic ideas was after the deposits; even deposit
11531|Customer#000011531|gEhgrFwD9fZnqIFIQfEWNRxZcpyWHT 767v|3|13-474-858-7312|7613.63|BUILDING|etect blithely carefully even deposits. furiously unusual packa
11532|Customer#000011532|6xxk2qOUIr0IIBOb88HWaWra1N4eG|6|16-296-331-3904|8254.54|HOUSEHOLD|carefully ironic packages. idly blithe theodolites integr
11533|Customer#000011533|mlHYYy3r5kWZX3sxML3itUtYpfCtRslfGqyq|3|13-147-605-8388|107.73|BUILDING|e. quickly ironic ideas use slyly. carefully pending foxes cajole atop the ironic, spec
11534|Customer#000011534|Olvy mioktzbVQiiZL1bU2Rz|16|26-992-958-7100|4503.69|AUTOMOBILE|nding, final accounts. even excuses cajol
11535|Customer#000011535|aT0D6GnrZQffE5|8|18-848-652-9488|585.53|FURNITURE|final theodolites sleep after the bold, pending pinto beans. ideas are carefully. car
11536|Customer#000011536|p9qtiqIqYDTqbMoXq,|21|31-124-603-7321|4949.97|MACHINERY|es. final requests grow express accounts. furiously pending dependencies boost carefully. 
11537|Customer#000011537|zsD5BMXz0h3eIwFmg73O8FmBRcek|3|13-418-365-2527|-863.54|FURNITURE| blithely even packages affix blithely even, even accounts. ironic, regular pi
11538|Customer#000011538|G9JhDQdKJ5mDqMPZos8tR0 nk,hsNS9IVwvsqCoY|19|29-193-930-3541|4349.46|BUILDING|arthogs. carefully express packages sleep fluffily quickly special dependencies. furiously 
11539|Customer#000011539|iN037rzk3DDp|12|22-688-720-4744|4304.43|BUILDING|es. furiously pending accounts sleep according to the slyly regular accounts-- bold pinto beans are fluffily. 
11540|Customer#000011540|ygpQd6I4X0T7wSvO7SkD7Tz|18|28-886-888-2553|6556.17|BUILDING|ckages. sometimes express requests wak
11541|Customer#000011541|,GXLBe06h0owA,8okriNOh|15|25-708-983-2487|565.89|FURNITURE|fts snooze about the fluffily regular deposits. blithely final accounts sleep carefully. express pinto beans slee
11542|Customer#000011542|5KGnSXZruH7tL6IOQIu9QVcoxMTIDqO5|19|29-523-577-3881|4812.75|FURNITURE|cording to the idle ideas. ironic deposits ov
11543|Customer#000011543|zZrmtRo9dKLIssA4AOThsAcM|7|17-264-843-3351|2842.84|MACHINERY| from the slyly even packages. quickly pendin
11544|Customer#000011544|4MGOhhUzFrrrmT5xrW9hjq|13|23-188-568-2313|4592.61|BUILDING|regular warhorses cajole quickly. slyly unusual packages integrate slyly. final foxes use doggedly above the fu
11545|Customer#000011545|TjxNxssG9q1RWKzY9Cc1DPBZmxz65jgmpXw|19|29-236-313-8171|-983.80|BUILDING|ly ironic packages. ironic frets above the even r
11546|Customer#000011546|sPf60 Dl DapgIupj1HZRadaq w|19|29-459-135-6246|7198.69|BUILDING|s believe furiously across the packages. special accounts about the final excuses use 
11547|Customer#000011547|Zdf8NDWukhVDX6qVcrumt1rUfi7rCLIGm11PWL|6|16-332-470-8500|8494.90|BUILDING|lites. blithely final foxes ha
11548|Customer#000011548|zNOZ1HcxilNAdcNKn05A|1|11-582-738-3081|2868.29|HOUSEHOLD|ctions cajole quickly above the quickly regular pinto beans; excuses haggle carefully special, regula
11549|Customer#000011549|Tevry4uZBwlK9vrvKJRhPtVHWu0KIfPEBjOg3Nb|1|11-626-417-2410|3406.76|HOUSEHOLD| along the slyly final dependencies use blithely after the slyly final instructions. pending a
11550|Customer#000011550|X7C2tssoLoaOmz9Hq|16|26-451-895-2580|359.36|AUTOMOBILE| packages. slyly regular packages sleep furiously carefully express deposits
11551|Customer#000011551|T6e4u7tNkBUC|13|23-602-259-5401|9623.14|MACHINERY|bove the even instructions use among the furiously even foxes-- special deposits affix evenly. requests integrat
11552|Customer#000011552|oBuq9XWKp8OqAWxHcxvBN5c7vjd3ToCGpi|19|29-868-358-5661|1168.11|BUILDING|sts boost furiously according to the fluffily regular deposits. regular, exp
11553|Customer#000011553|5p1iVCCyGipsigDP|3|13-626-781-6273|6404.62|AUTOMOBILE|the regular deposits. final, regular accounts about the regular pinto beans sleep carefully
11554|Customer#000011554| xF2R7CnIQtdxjtNR|1|11-769-748-4975|5413.11|FURNITURE|lyly pending accounts. furiously final theodolites haggle furiously regular sheaves-- carefully pending gifts might 
11555|Customer#000011555|xHYOo01ReR |15|25-691-505-4732|6166.02|AUTOMOBILE|ly even packages. fluffily final accounts cajole. blithely regular accounts slee
11556|Customer#000011556|weOOecnCh58rVSk|0|10-266-892-4496|-630.54|BUILDING|aids nag among the fluffily bold platelets. reg
11557|Customer#000011557|5gt7x,kFiIj9JE,uy|5|15-651-119-3122|4401.45|FURNITURE|eposits. deposits boost slyly pending, special accounts. requests cajole along the regularly express sauternes.
11558|Customer#000011558|tRlZENfgsNYVxJpYt1ea8jxzDoLDY7|12|22-554-232-5265|9138.53|MACHINERY| furiously alongside of the special, thi
11559|Customer#000011559|zOp,VFDOhw|19|29-959-434-4186|7286.79|MACHINERY|lar, regular packages haggle blithel
11560|Customer#000011560|ONHc1QPh7JdHbqUI,6PaBo3pVguO79Mh|13|23-287-324-3642|4093.74|AUTOMOBILE| packages are blithely after the express warthogs. regular foxes according to
11561|Customer#000011561|A,R40HdN5XpsH5jHjmqX37goG81JJIHUFR|18|28-575-587-8349|7517.13|HOUSEHOLD|the slyly daring deposits? furiously bold theodolites use sl
11562|Customer#000011562|awo3WfrBnQXLYG8oJZDh787LwLH|3|13-545-934-1745|3521.90|MACHINERY|l requests run about the fluffily final requests. blithely bold requests sleep quietly. carefully ir
11563|Customer#000011563|3BW7mdb5OXY25kaDUcUu3VOF,LK|18|28-693-852-8907|-470.01|FURNITURE|xpress, ironic foxes nag on the re
11564|Customer#000011564|idfK521G2TwFvJ|5|15-541-458-7737|7474.40|AUTOMOBILE|c packages. regular accounts doubt slyly regular requests. slyly regular foxes 
11565|Customer#000011565|CUilzgUnmINQXserZhIkWew|16|26-770-591-3096|299.81|FURNITURE|blithely according to the pending, express requests.
11566|Customer#000011566| CmAwNxLmMJRTxfcdHpc3CYCJ|2|12-626-878-1419|9770.99|FURNITURE|xpress foxes integrate fluffily. never unusual deposits breach. packages integrate. quickly regular r
11567|Customer#000011567|0Rt6Ceah7jK9jGpCd NUDRQ3exyuOi,MXoc7PH1H|9|19-381-714-1840|36.36|MACHINERY|iously regular requests. requests sleep. furiously final a
11568|Customer#000011568|sbNvmxnsNPq7ASFNkYOEzKvIbFG1GodlL6b0z|9|19-735-406-1590|4055.80|BUILDING|he even realms. carefully regular deposits about the final packages wake slyly about t
11569|Customer#000011569|ch gPxhv FLbPgkP|24|34-730-104-2499|7851.32|FURNITURE| blithely special foxes wake. regular foxes among the slyly unusual accounts grow blithely dolphins. spe
11570|Customer#000011570|wbqxn4P4y6Qj4uu75RYEn7U4LEbYNkYEZwh6R|9|19-121-264-3751|-859.84|BUILDING|ng to the regular excuses are b
11571|Customer#000011571|j8dY6R3Z2OD2ASgiXmwOD4N|13|23-877-510-5739|536.53|FURNITURE|lar ideas. furiously busy hockey players haggle slyl
11572|Customer#000011572|RMNpjI30BqiofpMj4OlrZkLlUrrk60|19|29-255-736-2434|6391.43|BUILDING|fluffily final packages up the accounts haggle furiously carefully even pinto beans. unusual, regular excuses sl
11573|Customer#000011573|9KCmFGZftqN7mfSOcnVuv yyLMKu Zy|10|20-143-857-5545|3793.88|AUTOMOBILE|special frays sleep slyly. unusual dep
11574|Customer#000011574|irys0coHk6i44i qt1F3muhA|5|15-283-194-5254|5671.48|FURNITURE| even dolphins. carefully final accounts above the furiously unusual Tiresias
11575|Customer#000011575|cBt7 IBqIz,,HAGPiocV5dR,8wJ ORX5MM|21|31-605-422-8676|3505.70|MACHINERY|ss packages. slyly express id
11576|Customer#000011576|LtJEVTzaEzzjmkf3KEIDFj5GHfm|22|32-217-472-1192|2284.97|BUILDING|ctions. regular, even accounts boost. quickly even ideas cajole carefu
11577|Customer#000011577|PKkOwi7rd60o|8|18-625-956-4227|538.87|MACHINERY|the blithely special warthogs. fluffily final packages boost carefull
11578|Customer#000011578|wlD2pbYDJ1zqq5,LuOrB6uhHf9tTvOsjLyU7|8|18-727-992-1939|1759.21|AUTOMOBILE|nag sometimes carefully ironic requests. carefully pending inst
11579|Customer#000011579|misRioUnZm|0|10-712-976-8782|8072.75|BUILDING| haggle above the furiously brave excuses. quickly regular dolphins integrate. 
11580|Customer#000011580|plWKwJuM6a4qXGTK4y4secagFxai |12|22-611-950-3630|2760.50|AUTOMOBILE|ges sleep. unusual, bold theodolites sleep slyly! packages 
11581|Customer#000011581|eGRFfZciXZeNfg9x|16|26-112-268-2483|6632.19|MACHINERY|final ideas. furiously ironic dep
11582|Customer#000011582|4Vk8ugJsFsz|23|33-847-140-3841|2273.17|AUTOMOBILE|fully permanent somas after the blithely regular requests are fluffily instructions. theodolites thrash bl
11583|Customer#000011583|CumUOy14Zpj0MiU7O63K6nr|8|18-182-408-7145|214.14|AUTOMOBILE|sly. carefully express asymptotes according to the blithely ironic accounts integrate ironic dep
11584|Customer#000011584|CJhk,F5EWAJEfzh2jlzZz|16|26-295-107-1795|47.29|FURNITURE|ess platelets. furiously even foxes eat slyly express accounts. excuses use pinto beans
11585|Customer#000011585| ZqQVXrC,yFPsdLw 9csl|17|27-208-648-4850|712.85|HOUSEHOLD|final requests use slyly along the fluffily final dolphins
11586|Customer#000011586|Qjgi58e7UX6ninVHzNmUNLYRfjZnlGNbHaVO|16|26-942-680-9187|-140.87|FURNITURE| the slowly even ideas. careful
11587|Customer#000011587|64Rag8DKWfSLk|17|27-556-917-7765|6363.94|FURNITURE|promise slowly regular pinto beans. packages ought 
11588|Customer#000011588|Revk58lQl7WRZCR|21|31-384-185-5874|3714.25|AUTOMOBILE|leep slyly. regular ideas use carefully above the fluffily final pinto beans. slyly special theodolites cajole b
11589|Customer#000011589|dmv2pBB2Rsl0BAODPxvlMz5Ga3NQ0U6FIGbWDbz4|18|28-442-922-8173|9400.43|MACHINERY|even deposits integrate express packages. express, pending dolphins nag carefully s
11590|Customer#000011590|F6L0hOABoskJgZ0b8Npuo23W41VBqJ9,gvdaL|2|12-852-566-5400|9059.17|HOUSEHOLD|kly furiously regular pinto beans. blithely ironic pains integrate furious
11591|Customer#000011591|WgpvD19HzcG2RsLBdUOB59 Q5kfe|7|17-854-617-3551|4476.33|BUILDING|sly final courts. slyly bold requests sleep blithely above the furiously unusua
11592|Customer#000011592|zQJA8gfNJHxe4bN2z|13|23-384-582-8389|2688.80|FURNITURE| play carefully final theodolites. quickly even 
11593|Customer#000011593|WVpnYat4ody85VGON|3|13-258-831-5734|672.65|BUILDING|ependencies. quickly unusual packages along the express instructions sleep carefully closely even excuses. de
11594|Customer#000011594|siKjiWvlCYnYOZ TJSZFCfVt AlqF|2|12-640-901-4011|6103.97|MACHINERY|deposits serve. ironic, busy deposits sleep. carefully unusual ideas haggle carefully furiously regular request
11595|Customer#000011595|Ql1 p39es2QSE51Q46SOH vs9vQtCpLnb|5|15-766-545-3483|1401.01|HOUSEHOLD|usly ironic dinos wake. furiously even requests run carefully. ironic accounts haggle after the 
